primary_artist,song_title,artists,release_date,popularity,is_collaboration,duration_seconds,spotify_id,lyrics
Sabrina Carpenter,Coincidence,Sabrina Carpenter,2025-02-14,72,False,164.2,7wJkgAZNkRMQz1FOMS5z6Y,"(One, two, a-one, two, three, woo) The second I put my head on your chest She knew, she's got a real sixth sense Now her name comes up once, then it comes up twice And without her even bein' here, she's back in your life Now she's in the same damn city on the same damn night And you've lost all your common sense What a coincidence Oh, na-na, na-na-na-na Oh, na-na, na-na-na-na Last week, you didn't have any doubts This week, you're holdin' space for her tongue in your mouth Now shе's sendin' you some pictures wеarin' less and less Tryna turn the past into the present tense, huh Suckin' up to all of your mutual friends And you've lost all your common sense (You've lost all your common sense) The way you told me the truth, minus seven percent (Uh, minus seven percent) What a coincidence, uh Oh, na-na, na-na-na-na Oh, na-na, na-na-na-na Na-na-na-na, na-na-na-na Na-na-na-na, na-na-na-na What a surprise, your phone just died Your car drove itself from L.A. to her thighs Palm Springs looks nice, but who's by your side? Damn it, she looks kinda like the girl you outgrew Least that's what you said (That's what you said) What a coincidence Oh  wow, you just broke up again What a coincidence Oh, na-na, na-na-na-na (Coincidence) Oh, na-na, na-na-na-na (Coincidence) Na-na-na-na, na-na-na-na (Coincidence) Na-na-na-na, na-na-na-na (Coincidence)"
Sabrina Carpenter,Don’t Smile,Sabrina Carpenter,2025-02-14,72,False,206.333,0LB0SY2DW67uRjbDWcAHMZ,"Don't smile because it happened, baby Cry because it's over Oh, you're supposed to think about me Every time you hold her My heart is heavy now, it's like a hundred pounds It's fallin' faster than the way you love to shut me down I think I need a shower, my friends are takin' shots You think it's happy hour, for me, it's not Don't smile because it happened, baby Cry because it's over Oh, you're supposed to think about me Every time you hold her Don't smile becausе it happened, baby Cry becausе it's over (I want you to miss me, I want you to miss me) Oh, you're supposed to think about me Every time you hold her (I want you to miss me, I want you to miss me) Pour my feelings in the microphone I stay in, and when the girls come home I want one of them to take my phone Take my phone and lose your Number, I don't wanna be tempted Pick up when you wanna fall back in You can fake it, but you know I know Know I know Don't smile because it happened, baby (Don't, oh) Cry because it's over (No, mm, no, no) Oh, you're supposed to think about me Every time you hold her (Mm) Don't smile because it happened, baby Cry because it's over (Ooh) (I want you to miss me, I want you to miss me) Oh, you're supposed to think about me Every time you hold her (I want you to miss me, I want you to miss me)"
Sabrina Carpenter,opposite,Sabrina Carpenter,2023-03-17,72,False,168.17,27Jko74ZSVY1kwt0vMY6Pu,"Oh, so you do have a type and it's not me Oh, so you can reply, just to not me If you wanted brown eyes I coulda got contacts So y'all are in Paris now, guess it's public Face like that other girl you're in love with You knew I would see that You knew I would notice She looks nothing like me Can't really tell, should I be Tryna take it as a compliment? It's kinda feelin' like the opposite She looks nothing like me So why do you look so happy? Now I think I get the cause of it You were holdin' out to find the opposite And I know now Even if I tried to change That somehow You'd end up with her anyway Oh, I know now Even if I tried to change That somehow You'd end up with her anyway Does she say nothin' so you feel good? Does she step out the spotlight so you bathe in it? Does she get up on top of you more than I would? Does she just love the picture 'cause you're paintin' it? (Mm) I care, but I don't Just wonderin', when you (When you) Said I'm beautiful Was I bein' lied to? She looks nothing like me Can't really tell, should I be Tryna take it as a compliment? It's kinda feelin' like the opposite She looks nothing like me So why do you look so happy? Now I think I get the cause of it You were holdin' out to find the opposite And I know now Even if I tried to change (Even if I tried to change) That somehow You'd end up with her anyway Oh, I know now Even if I tried to change That somehow (Somehow) You'd end up with her anyway (You'd end up with her anyway) End up with her anyway"
Sabrina Carpenter,emails i can’t send,Sabrina Carpenter,2022-07-15,72,False,104.408,2qLyo5FeWquE7HBUbcVnEy,"It's times like these, wish I had a time machine So I could see what you did October 13th At 10:15, were you really asleep? Were you lyin' to me and the family? There's no ""us"" in us when I'm lackin' trust You wanna discuss, ugh, you disgust me Don't make me cuss you out, why'd you let me down? Don't say sorry now And thanks to you, I, I can't love right I get nice guys and villainize them Read their texts like they're havin' sex right now Scared I'll find out that it's true And if I do, then I blame you For every worst that I assume When I'm forty-five, someone calls me their wife And he fucks our lives in one selfish night Don't think I'll find forgiveness as fast as mom did And God, I love you, but you're such a dipshit Please fuckin' fix this 'Cause you were all I looked up to Now I can't even look at you (You too) I mean, as they say in Chicago ""He had it comin'"""
Sabrina Carpenter,Slim Pickins,Sabrina Carpenter,2025-02-14,71,False,152.2,13djc4bqGG8n26PmsAuByA,"Guess I'll end this life alone I am not dramatic These are just the thoughts that pass right through me All the douchebags in my phone Play 'em like a slot machine If they're winnin', I'm just losin' A boy who's jacked and kind Can't find his ass to save my life Oh, it's slim pickings If I can't have the one I love I guess it's you that I'll be kissin' Just to get my fixings Since the good ones are deceased or taken I'll just keep on moanin' and bitchin' Ah-ah-ah-ah Ah-ah-ah-ah Jesus, what's a girl to do? This boy doesn't even know The difference between ""there,"" ""their"" and ""they are"" Yet he's naked in my room Missin' all the things he's missin' God knows that he isn't livin' large A boy who's nice that breathes I swear he's nowhere to be seen It's slim pickings If I can't have the one I love I guess it's you that I'll be kissin' Just to get my fixings Since the good ones are deceased or taken I'll just keep on moanin' and bitchin' Moanin' and bitchin' Since the good ones call their exes wasted And since the Lord forgot my gay awakenin' Then I'll just be here in the kitchen Servin' up some moanin' and bitchin'"
Sabrina Carpenter,Lie To Girls,Sabrina Carpenter,2025-02-14,71,False,202.0,0I6ZBVBb7DXfjVVCM0NmSQ,"Don't swear on your mom That it's the first drink that you've had in like a month No, don't say it was just An isolated incident that happened once There's no need to pretend I've never seen an ugly truth that I can't bend To something that looks better I'm stupid, but I'm clever Yeah, I can make a shitshow look a whole lot like forever and ever You don't have to lie to girls If they like you, they'll just lie to themselves Like you, they'll just lie to themselves You don't have to lie to girls If they like you, they'll just lie to themselves Don't I know it better than anyone else? All of your best excuses No, they don't stand a chance Against all the chances I give you Isn't ideal, but damn You don't even have to try Turn you into a good guy You don't have to lift a finger It's lucky for you I'm just like My mother (And my sisters) All my (All my friends) The girl outside the strip club getting her tarot cards read We love to read the cold, hard facts and swear they're incorrect We love to mistake butterflies for cardiac arrest You don't have to lie to girls If they like you, they'll just lie to themselves Like you, they'll just lie to themselves You don't have (Don't have) to lie to girls (To lie to girls) If they like you, they'll just lie to themselves Don't I know it better than anyone else? Girls will cry and girls will lie and Girls will do it 'til they die for you They'll cry and girls will lie and Do it 'til the day they die for you (Ooh) Girls will cry and girls will lie and (Ooh) Girls will lose their goddamn minds for you (Oh) They'll cry and girls will lie and Do it 'til the day they die for you"
Sabrina Carpenter,Fast Times,Sabrina Carpenter,2022-07-15,71,False,174.539,6n05BgVkxxz2k5ICZYa2PH,"Sun's up too soon like daylight savings Mixed emotions are congregating Picturin' us in all these places Ahead of myself's an understatement Sky looks so purple, I can taste it Couple days in, I call you ""baby"" Three stories up here contemplatin' But what the fuck is patience? These are fast times and fast nights, yeah No time for rewrites, we couldn't help it Outlines on bed sides, yeah Give me a second to forget I evеr really meant it Fast times and fast nights, yеah Closed eyes and closed blinds, we couldn't help it Outlines on bed sides, yeah Give me a second to forget I ever really meant it My feelings used to be serrated But you speak in such a perfect cadence Tiptoeing past so many stages But what the fuck is patience? These are fast times and fast nights, yeah No time for rewrites, we couldn't help it Outlines on bed sides, yeah Give me a second to forget I ever really meant it Fast times and fast nights, yeah Closed eyes and closed blinds, we couldn't help it Outlines on bed sides, yeah Give me a second to forget I ever really meant it These, these are These are the fast times These, these are These are the— Fast times and fast nights, yeah (Yeah) No time for rewrites, we couldn't help it Outlines on bed sides, yeah (Yeah) Give me a second to forget I ever really meant it Fast times and fast nights, yeah Closed eyes and closed blinds, we couldn't help it Outlines on bed sides, yeah Give me a second to forget I ever really meant it"
Sabrina Carpenter,Dumb & Poetic,Sabrina Carpenter,2025-02-14,71,False,133.48,1QBEAcc13ipZG7OvT2z2v1,"You're so dumb and poetic It's just what I fall for, I like the aesthetic Every self-help book, you've already read it Cherry-pick lines like they're words you invented Gold star for highbrow manipulation And ""love everyone"" is your favorite quotation Try to come off like you're soft and well-spoken Jack off to lyrics by Leonard Cohen Don't think you understand Just 'cause you talk like one doesn't make you a man You're so sad there's no communication But, baby, you put us in this situation You're running so fast from the hearts that you're breakin' Save all your breath for your floor meditation You're so empathetic, you'd make a great wife And I promise the mushrooms aren't changing your life Well, you crashed the car and abandoned the wreckage Fuck with my head like it's some kind of fetish Don't think you understand Just 'cause you act like one doesn't make you a man Don't think you understand Just 'cause you leave like one doesn't make you a man"
Sabrina Carpenter,Sue Me,Sabrina Carpenter,2018-11-09,71,False,179.226,3WVhkjB7Y4xFruqoCAajBb,"Remember when you said it, there's no second chance? Oh, baby, I heard you been hoping you could change the past You miss the long goodnights, you miss the long goodbyes You miss the long goodnights (Yup, yup, yup, yup, yup) Well, did you ever think that it was hard for me To walk it off like nothing happened, nonchalantly? I got you feeling like, I got you feeling right I got you feeling like (Yup, yup, yup, yup, yup) That's my shape, I made the shadow That's my name, don't wear it out though Feelin' myself can't be illegal, illegal So sue me for looking too pretty tonight Wearing your favorite color under the lights For moving on, doing everything right So sue me for being good friends with your friends And running into you the place that we met For being something you can't forget So sue me (Go) It's hard to see me on when you been off as hell But I'm not gonna dull myself because you dull yourself I know it's hard to see what you don't want to see I know it's hard to see (Yup, yup, yup, yup, yup) That's my shape, I made the shadow That's my name, don't wear it out though Feelin' myself can't be illegal, illegal So sue me for looking too pretty tonight Wearing your favorite color under the lights For moving on, doing everything right So sue me for being good friends with your friends And running into you the place that we met For being something you can't forget So sue me I, I, I I guess I'm hard to ignore Pick up that jaw off the floor So sue me for looking too pretty tonight Wearing your favorite color under the lights For moving on, doing everything right (Everything right, no, no, everything right, no, no, oh) So sue me for being good friends with your friends (With your friends, yeah, yeah, yeah) And running into you the place that we met (The place that we met) For being something you can't forget (You can't forget, no) So sue me Sue me, baby No, no"
Sabrina Carpenter,Tornado Warnings,Sabrina Carpenter,2022-07-15,70,False,204.179,5kcuHw8WtxauIWI5crMcLM,"We were never in the park Talkin' on a seesaw teetering with our feelings in the dark Ignoring tornado warnings He didn't hold me in his arms We didn't stumble over the pages of our relationship arc Ignoring tornado warnings Don't understand how quickly we get Right back in our rhythm without missing a step And logically the last thing I should have on my mind But I want you there sometimes I guess maybe that's why I'm lying to my therapist I keep saying things like, ""I never saw him and we never kissed"" Now I think somehow in my mind If I could convince him, if he doesn't see it, then maybe it doesn't exist I think he's onto me every time I say I'm over that son of a bitch I'm lying to my therapist I deserve an hour in a week to focus on my thoughts Not so obsessed with yours, I can't hear myself speak I deserve my own consideration, but sometimes, I wish I kept Some of my feelings in the basement so I'd still have some left Don't understand how quickly we get Right back in our rhythm without missing a step And logically the last thing I should have on my mind But I want you there sometimes I guess maybe that's why I'm lying to my therapist I keep saying things like, ""I never saw him and we never kissed"" Now I think somehow in my mind If I could convince him, if he doesn't see it, then maybe it doesn't exist I think he's onto me every time I say I'm over that son of a bitch I'm lying to my therapist I'll drive you home, you drive me crazy But that's not gonna stop me I'll call you out, you call me ""baby"" But that's not gonna stop me From lying to my therapist I keep saying things like, ""I never saw him and we never kissed"" Now I think somehow in my mind If I could convince him, if he doesn't see it, then maybe it doesn't exist I think he's onto me every time I say I'm over that son of a bitch I'm lying to my therapist"
Sabrina Carpenter,Skin,Sabrina Carpenter,2021-01-22,68,False,177.5,03B2SfXuvDh1m9F4tqrX07,"Maybe we could've been friends If I met you in another life Maybe then we could pretend There's no gravity in the words we write Maybe you didn't mean it Maybe ""blonde"" was the only rhyme The only rhyme Want my heart to be breakin', breakin', no I'm happy and you hate it, hate it, oh And I'm not asking you to let it go But you been tellin' your side So I'll be tellin' mine, oh You can try To get under my, under my, under my skin While hе's on mine Yeah, all on my, all on my, all on my skin I wish you knew that еven you Can't get under my skin if I don't let you in You're tellin' it how you see it Like truth is whatever you decide Some people will believe it And some will read in between the lines You're putting me in the spotlight But I've been under it all my life Said all my life Want my heart to be breakin', breakin', no I'm happy and you hate it, hate it, oh And I'm not asking you to let it go But you been tellin' your side So I'll be tellin' mine (Mine, oh) You can try To get under my, under my, under my skin While he's on mine Yeah, all on my, all on my, all on my skin I wish you knew that even you Can't get under my skin if I don't let you in, oh You can try To get under my, under my, under my skin While he's on mine Yeah, all on my, all on my, all on my skin I wish you knew that even you Can't get under my skin if I don't let you in, oh I just hope that one day We both can laugh about it When it's not in our face Won't have to dance around it Don't drive yourself insane It won't always be this way You can try To get under my, under my, under my skin While he's on mine Yeah, all on my, all on my, all on my skin I wish you knew that even you Can't get under my skin if I don't let you in"
Sabrina Carpenter,Already Over,Sabrina Carpenter,2022-07-15,68,False,170.827,5QhJorJmjqYfETfqgBtGg3,"We been talkin' for hours 'Bout how we shouldn't talk for hours on end Kissin' after a conversation 'Bout how we'd probably be better off as friends Same time here next weekend Say we won't do this again Make me fall where I stand Only like you can Yeah, I say I'm done, but I'm still confused How am I supposed to close the door when I still need the closure? And I change my mind, but it's still on you How am I supposed to leave you now that you're already over? How am I supposed to leave you now that you're already over? Selfishly don't wanna give you Time to be on someone else's lips (Ah) But I'll take three short hours over Three long weeks pretendin' like we don't exist, hmm (Ah) Same time here next weekend Say we won't do this again Make me fall where I stand Only like you can Yeah, I say I'm done, but I'm still confused How am I supposed to close the door when I still need the closure? And I change my mind, but it's still on you How am I supposed to leave you now that you're already over? How am I supposed to leave you now that you're already over? After the aftermath, I know you'll be comin' back To the back bedroom and it won't be the last Of the aftermath, I know you'll be comin' back To the back bedroom and it won't be the last time I say I'm done, but I'm still confused How am I supposed to close the door when I still need the closure? (Ooh) And I change my mind, but it's still on you How am I supposed to leave you now that you're already over? Yeah, I like my bed, but it likes you too How am I supposed to leave you now that you're already over?"
Sabrina Carpenter,Paris,Sabrina Carpenter,2018-11-09,67,False,218.08,359HNzfOXhCMHB1pNKhyfH,"If I asked that boy to jump, I know he would He don't even have to say, it's understood He treat me nice, he treat me right, he treat me good Still I get so hesitant, still I get so hesitant So I took myself where I think I should be Something told me that it's waiting here for me Parisian nights, Parisian high, Parisian breeze Feeding me like medicine, feeding me like medicine, yeah It's so romantic in Paris Won't even try to compare it Thought I was sure that I'd find it But I already have love in L.A.  It's so romantic in Paris Won't even try to compare it Thought I was sure that I'd find it But I already have love in L.A.  Yeah, I already have love in L.A.  If you show me too much love, it makes me leave (Makes me leave) Guess that's one of many things that's wrong with me (That's wrong with me) Looking past you when you're right in front of me I won't do that anymore, I won't do that anymore (Anymore) Why'd it take so long for me to know this? (Know this) Scared to put the water with the roses (Roses) Halfway 'cross the world for me to notice But I notice, yeah, I notice, yeah It's so romantic in Paris Won't even try to compare it Thought I was sure that I'd find it But I already have love in L.A.  It's so romantic in Paris Won't even try to compare it Thought I was sure that I'd find it But I already have love in L.A.  Je ne voulais pas trouver l'amour Mais Paris a quelque chose Qui donne envie d'aimer, d'aimer passionnément Mon cœur est à toi pour toujours You will always have my heart It's so romantic in Paris Won't even try to compare it Thought I was sure that I'd find it But I already have love in L.A. (Already have love) It's so romantic in Paris (So romantic in Paris) Won't even try to compare it (I know that I try) Thought I was sure that I'd find it But I already have love in L.A.  It's so romantic in Paris, babe Won't even try to compare it (Won't even try, won't even try) Thought I was sure that I'd find it (Thought I was sure, I was sure) But I already have love in L.A.  But I already have love in L.A."
Sabrina Carpenter,things i wish you said,Sabrina Carpenter,2023-03-17,67,False,162.748,2t2fnYja6b2pUizMungIo0,"""Baby, sorry I left you in the dark"" ""I always reach for your leg over there on your side of the car"" ""Baby, everything reminds me of you"" ""Nobody gets my jokes, everyone here thinks I'm fuckin' rude"" ""When I saw you cry, I didn't handle it well"" ""Without you here, I don't know what to do with myself"" I think about these things at night before I fall asleep Things I wish you said to me Things like, ""Darlin', I hope you know it scared me to death The night that your sister said that you got in an accident"" ""And God, I, I'm watchin' everything that you do"" ""I can't get your songs out of my head or your hair out of my room"" ""I saw you met somebody and I'm jealous as hell That I can't even stomach lovin' somebody else"" I think about these things at night before I fall asleep Things I wish you said to me Ooh Ooh, ah ""Sorry that I pulled the 'it's not you, it's me'"" ""One day, I'll make sure you get a real apology"" I waste my time, I waste my life on idiotic things Like things you never said Things you'll never say to me"
Sabrina Carpenter,Vicious,Sabrina Carpenter,2022-07-15,67,False,149.89,6Alp15t6urC4opjJiyOqZu,"One year, ten thousand bad moments But it was dressed up in heated emotion And I tried to look for the best in the worst But like, fuck me, that caused a commotion You're lucky I'm a private person I've quietly carried your burden And everyone thinks you're an angel But shit, I would probably use different wordin' Oh, you're so vicious Love me, then pretend you didn't Crush my heart and wreck my image Why you gotta be so vicious? You like a certain type of woman Who's smart, but neglects intuition When you're insecure, could be me, could be her You just run to whoever is winnin' (Ah) Said that it was me and you for life Now you're kinda acting like I died Oh, you're so vicious Love me, then pretend you didn't Crush my heart and wreck my image Why you gotta be so, so, so Oh, you're so vicious (No) Love me, then pretend you didn't Half of me just can't resist it Why you gotta be so vicious? Oh, no Why you gotta be so Oh, oh Why you gotta be so vicious? You don't feel remorse, you don't feel the effects 'Cause you don't think you hurt me if you wish me the best I shoulda known all along, I was only the next one To take your love songs as a promise Oh, you're so vicious I loved you, but I wish I didn't If you're out there somewhere listenin' Why you gotta be so vicious?"
Sabrina Carpenter,That’s Not How This Works (feat. Dan + Shay & Sabrina Carpenter) - Sabrina’s Version,"Charlie Puth, Dan + Shay, Sabrina Carpenter",2023-04-14,66,True,166.64,2WNHUp4s806SJrsj698ZX3,"Thought the day you disappeared that it was over Didn't even hear you leavin' Saw you with someone and thought that it was closure But you still tell me that you need me Baby, why, tell me, why Can't you just make up your mind? Quit messin' with my head You can't say you hate me Then call me when you're hurt Baby, you know that's not how this works, no That's not how this works You can't walk away Then come back to what we were Baby, you know that's not how this works, no That's not how this works, no No, no, no, no Oh, no, no, no, no Baby, that's not how this works, no That's not how this works, oh Stop remindin' me of when we said ""forever"" I know exactly what you're doin' Oh, when you say you need to drop off all my sweaters It's just one of your еxcuses Baby, why, tell me, why Can't you just makе up your mind? Quit messin' with my head You can't say you hate me Then call me when you're hurt Baby, you know that's not how this works, no That's not how this works You can't walk away Then come back to what we were Baby, you know that's not how this works, no (That's not how this works) That's not how this works, no (Not how this works) Don't say that you're in love with me (Say that you're in love) 'Cause I know it's not what you mean You can't say you hate me Then call me when you're hurt Baby, you know that's not how this works, no That's not how this works (Works, baby, no) You can't walk away Then come back to what we were Baby, you know that's not how this works, no That's not how this works, no (Oh, woah) No, no, no, no (Hey) Oh, no, no, no, no (Ooh, ooh, ooh) Baby, that's not how this works, no (This works) That's not how this works, oh (This works) No, no, no, no (Ooh, oh, oh) Oh, no, no, no, no Baby, that's not how this works"
Sabrina Carpenter,bet u wanna,Sabrina Carpenter,2022-07-15,66,False,191.025,1RAeuvRyRzCweAK3jUT0ZW,"Told me, told me I'm your only It's all unfoldin', babe Slowly, slowly, lies you sold me All saw the light of day You been wastin' time on the other side If you're satisfied, touché Now you say you hate all the empty space And if you could go back, you'd stay Didn't think about it when you let me down Hurts to see me outta your reach Bet you wanna touch me now It's cold out there, let me know what you found (Let me know what you found) Bet you wanna love me now Bet you wanna love me now Chase me, chase me, that's right, baby Yeah, feel the way it feels When you don't havе control of who I'm holdin' Is it feedin' all your fears? You been wastin' time on the othеr side If you're satisfied, touché But the lights are off, your so-called friends are gone Oh, I know what you're 'bout to say Didn't think about it when you let me down Hurts to see me outta your reach Bet you wanna touch me now It's cold out there, let me know what you found (Let me know what you found) Bet you wanna love me now Bet you wanna love me now Didn't think about it when you let me down Hurts to see me outta your reach Bet you wanna touch me now It's cold out there, let me know what you found (Let me know what you found) Bet you wanna love me now Bet you wanna love me now I bet you wanna I bet you wanna (Ah) Bet you miss me, bet you're reminiscin' I bet you hate the way that you said goodbye And you still can't even tell me why I hate the way that you left me dry But I'll keep that between you and I I bet you didn't think about it when you let me down Hurts to see me outta your reach Bet you wanna touch me now (Oh, touch me now) It's cold out there, let me know what you found Bet you wanna love me now (Uh-huh) Bet you wanna love me now"
Nicki Minaj,Starships,Nicki Minaj,2012-01-01,81,False,210.626,2EBCVPNAG46nbgs6jXPGvv,"RedOne Uh Let's go to the beach-each, let's go get away They say, what they gonna say Have a drink, clink, found the Bud Light Bad bitches like me is hard to come by The Patrón own, let's go get it on The zone on, yes, I'm in the zone Is it two, three? Leave a good tip I'ma blow off my money and don't give two shits, oh-oh I'm on the floor, floor, I love to dance So give me more, more 'til I can't stand Get on the floor, floor like it's your last chance If you want more, more, then here I am Starships were meant to fly Hands up and touch the sky (Oh-oh-oh-oh) Can't stop 'cause we're so high Let's do this one more time (Oh-oh-oh-oh) Starships, were meant to fly Hands up and touch the sky (Oh-oh-oh-oh) Let's do this one last time Can't stop We're higher than a motherfucka We're higher than a motherfucka We're higher than a motherfucka Jump in my hoopty-hoopty-hoop, I own that And I ain't payin' my rent this month, I owe that But fuck who you want, and fuck who you like Dancehall life, there's no end in sight Twinkle, twinkle little star Now everybody let me hear you say, ""Ray, ray, ray"" Now spend all your money, 'cause today payday And if you a G, you a G-G-G My name is Onika, you can call me Nicki (Woo) Get on the floor, floor like it's your last chance If you want more, more, then here I am Starships were meant to fly Hands up and touch the sky (Oh-oh-oh-oh) Can't stop 'cause we're so high Let's do this one more time (Oh-oh-oh-oh) Starships, were meant to fly Hands up, and touch the sky (Oh-oh-oh-oh) Let's do this one last time Can't stop We're higher than a motherfucka We're higher than a motherfucka We're higher than a motherfucka Starships were meant to fly Hands up and touch the sky Can't stop 'cause we're so high Let's do this one more time (Oh-oh-oh-oh) Starships, were meant to fly Hands up, and touch the sky (Oh-oh-oh-oh) Let's do this one last time Can't stop We're higher than a motherfucka We're higher than a motherfucka We're higher than a motherfucka"
Nicki Minaj,Super Bass,Nicki Minaj,2010-11-22,81,False,200.013,3hlksXnvbKogFdPbpO9vel,"Yeah, yeah, yeah, hey This one is for the boys with the boomin' system Top down, AC with the cooler system When he come up in the club, he be blazin' up Got stacks on deck like he savin' up And he ill, he real, he might gotta deal He pop bottles and he got the right kind of build He cold, he dope, he might sell coke He always in the air, but he never fly coach He a mothafuckin trip, trip, sailor of the ship, ship When he make it drip, drip, kiss him on the lip, lip That's the kinda dude I was lookin' for And yes, you'll get slapped if you're lookin', ho I said, excuse me, you're a hell of a guy I mean, my, my, my, my, you're like pelican fly I mean, you're so shy and I'm loving your tie You're like slicker than the guy with the thing on his eye, oh Yes, I did, yes, I did Somebody please tell em who the F I is I am Nicki Minaj, I mack them dudes up Back coupes up and chuck the deuce up Boy, you got my heartbeat runnin' away Beatin' like a drum and it's comin' your way Can't you hear that Boom, badoom, boom, boom, badoom, boom, bass? He got that super bass Boom, badoom, boom, boom, badoom, boom, bass Yeah, that's that super bass Boom, boom, boom, badoom (Bass, bass) Boom, boom, boom (Bass, yeah) Boom, boom, boom, badoom (Bass, bass) Boom, boom, boom (Bass) Boom, badoom, boom, boom, badoom, boom, bass He got that super bass Boom, badoom, boom, boom, badoom, boom, bass Yeah, that's that super bass (Yo, yo) This one is for the boys in the polos Entrepreneur niggas and the moguls He could ball with the crew, he could solo But I think I like him better when he dolo And I think I like him better with the fitted cap on He ain't even gotta try to put the mack on He just gotta give me that look, when he give me that look Then the panties comin' off, off, uh Excuse me, you're a hell of a guy You know, I really got a thing for American guys I mean, sigh, sickenin' eyes I can tell that you're in touch with your feminine side, uh Yes, I did, yes, I did Somebody please tell 'em who the F I is I am Nicki Minaj, I mack them dudes up Back coupes up and chuck the deuce up Boy, you got my heartbeat runnin' away Beatin' like a drum and it's comin' your way Can't you hear that Boom, badoom, boom, boom, badoom, boom, bass? He got that super bass Boom, badoom, boom, boom, badoom, boom, bass Yeah, that's that super bass Boom, boom, boom, badoom (Bass, bass) Boom, boom, boom (Bass, yeah) Boom, boom, boom, badoom (Bass, bass) Boom, boom, boom (Bass) Boom, badoom, boom, boom, badoom, boom, bass He got that super bass Boom, badoom, boom, boom, badoom, boom, bass Yeah, that's that super bass (Yo, yo) See, I need you in my life for me to stay Know, know, know, know, know, I know you'll stay No, no, no, no, no, don't go away, hey Boy, you got my heartbeat runnin' away Don't you hear that heartbeat comin' your way? Oh, it be like Boom, badoom, boom, boom, badoom, boom, bass Can't you hear that Boom, badoom, boom, boom, badoom, boom, bass? Boy, you got my heartbeat runnin' away Beatin' like a drum and it's comin' your way Can't you hear that Boom, badoom, boom, boom, badoom, boom, bass? He got that super bass Boom, badoom, boom, boom, badoom, boom, bass Yeah, that's that super bass Boom, boom, boom, badoom (Bass, bass) Boom, boom, boom (Bass, yeah) Boom, boom, boom, badoom (Bass, bass) Boom, boom, boom (Bass) Boom, badoom, boom, boom, badoom, boom, bass He got that super bass Boom, badoom, boom, boom, badoom, boom, bass Yeah, that's that super bass (Yo, yo)"
Nicki Minaj,Va Va Voom,Nicki Minaj,2012-01-01,75,False,183.56,2jATUzETZL49e6SywauZKE,"Just met a boy, just met a boy, when He can come inside of my playpen 'Cause he look like a superstar in the making So, I think that I'm going in for the takin' Hear through the grapevine that he's cakin' We can shoot a movie, he can do the tapin' Boom boom pow, this thing be shakin' I ain't even tryna find out who he datin' 'Cause I know he got a wife at home But I need just one night alone If he keep playin' them g-g-games I'ma run away-ay, I'ma run away-ay-ay I-I-I wanna give you one last option I-I-I wanna give you one last chance If-if you looking for the main attraction Just hold on tight, and let me do my dance If you want it, I'm gonna be va va voom voom If you got it you got it, you got that boom boom If you want it, I'm gonna be va va voom voom If you got it you got it, you got that boom boom Just met a boy, just met a boy when He can become my little problem 'Cause it look like he modeling clothes in Dublin So, I think he that getting that green, a goblin Hear through the grapevine that he hang low We can shoot a movie, can bang like Rambo Boom boom pow, this thing so bingo Wondering if he can understand my lingo 'Cause I know he got a wife at home But I need just one night alone If he keep playin' them g-g-games I'ma run away-ay, I'ma run away-ay-ay I-I-I wanna give you one last option I-I-I wanna give you one last chance If-if you looking for the main attraction Just hold on tight, and let me do my dance If you want it, I'm gonna be va va voom voom If you got it you got it, you got that boom boom If you want it, I'm gonna be va va voom voom If you got it you got it, you got that boom boom Boy, I'm in this club slow-mo Don't mind if I do And I can tell you feeling me from the jump I wanna ride too You got that hot shit, boy, you blessed Let me feel up on your chest Flex it, you the man You the man, one-hundred grand The same old game, blow Yes, I play it very well Come, baby, lay it down, let me stay down Let me show you how I run things in my playground Come and get this va va voom voom (Woo woo) I-I-I wanna give you one last option I-I-I wanna give you one last chance If-if you looking for the main attraction Just hold on tight, and let me do my dance If you want it, I'm gonna be va va voom voom If you got it you got it, you got that boom boom If you want it, I'm gonna be va va voom voom If you got it you got it, you got that boom boom"
